Title,Price_INR,Rating
Under the Tuscan Sun,3919.65,Three
Toddlers Are A**holes: It's Not Your Fault,2682.75,One
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,3645.6,One
The Whale,3775.8,Four
The Story of Art,4319.7,Four
The Origin of Species,1051.05,Four
The Great Gatsby,3785.25,Four
The Good Girl,5148.15,Three
The Glass Castle,1705.2,One
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,4152.75,One
The Drowning Girls,3745.35,Three
The Constant Princess (The Tudor Court #1),1745.1,Three
The Bourne Identity (Jason Bourne #1),4491.9,Four
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),5491.5,Five
The Art Book,3395.7,Two
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,3482.85,Four
Team of Rivals: The Political Genius of Abraham Lincoln,2112.6,Five
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2194.5,Two
"Sit, Stay, Love",2194.5,Three
Sister Dear,4221.0,Four
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",5551.35,Three
"Rich Dad, Poor Dad",5432.7,One
Raymie Nightingale,3613.05,Two
Playing from the Heart,3399.9,One
Nightstruck: A Novel,5286.75,Four
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",1194.9,Five
Meternity,4575.9,Three
Memoirs of a Geisha,5215.35,Three
Like Never Before (Walker Family #2),3020.85,Two
Life of Pi,1388.1,Four
Leave This Song Behind: Teen Poetry at Its Best,5372.85,Five
King's Folly (The Kinsman Chronicles #1),4159.05,Five
John Adams,6030.15,Four
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4831.05,Four
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2966.25,Two
Good in Bed (Cannie Shapiro #1),3890.25,Five
"Fruits Basket, Vol. 7 (Fruits Basket #7)",2054.85,One
For the Love: Fighting for Grace in a World of Impossible Standards,4738.65,Three
Finding God in the Ruins: How God Redeems Pain,4897.2,Two
Every Heart a Doorway (Every Heart A Doorway #1),1276.8,Five
Delivering the Truth (Quaker Midwife Mystery #1),2193.45,Four
Counted With the Stars (Out from Egypt #1),1886.85,Five
"Chronicles, Vol. 1",5523.0,Two
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,2705.85,One
Benjamin Franklin: An American Life,5059.95,Three
"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",3142.65,Five
A Summer In Europe,4655.7,Two
A Short History of Nearly Everything,5502.0,Five
A Gathering of Shadows (Shades of Magic #2),4705.05,Four
The Sound Of Love,6073.2,Five
The Rise and Fall of the Third Reich: A History of Nazi Germany,4165.35,Two
The Perks of Being a Wallflower,5777.1,Three
The Mysterious Affair at Styles (Hercule Poirot #1),2604.0,Four
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,6242.25,Four
The Makings of a Fatherless Child,3315.9,Two
The Joy of Cooking,4543.35,Four
The Invention of Wings,3920.7,One
The Hobbit (Middle-Earth Universe),1869.0,Five
The Great Railway Bazaar,3206.7,One
The Golden Compass (His Dark Materials #1),1970.85,One
The God Delusion,4919.25,Three
The Girl You Left Behind (The Girl You Left Behind #1),1657.95,One
The Fellowship of the Ring (The Lord of the Rings #1),1078.35,Two
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),1619.1,Five
The Barefoot Contessa Cookbook,6291.6,Five
Tell the Wolves I'm Home,5350.8,Two
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3213.0,Three
Pride and Prejudice,2023.35,Four
Musicophilia: Tales of Music and the Brain,4890.9,One
Mere Christianity,5093.55,Three
Me Before You (Me Before You #1),1997.1,One
In the Woods (Dublin Murder Squad #1),4029.9,Two
In Cold Blood,5247.9,Four
How to Stop Worrying and Start Living,4881.45,Five
Give It Back,1923.6,Two
"Girl, Interrupted",4424.7,Three
Fun Home: A Family Tragicomic,5941.95,Four
"Fruits Basket, Vol. 6 (Fruits Basket #6)",2200.8,Four
Deception Point,4233.6,Four
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3820.95,Three
Catherine the Great: Portrait of a Woman,6147.75,Four
Better Homes and Gardens New Cook Book,4159.05,Three
An Unquiet Mind: A Memoir of Moods and Madness,2236.5,Three
A Year in Provence (Provence #1),5972.4,Four
World Without End (The Pillars of the Earth #2),3461.85,Four
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4967.55,Four
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,5110.35,Two
Where She Went (If I Stay #2),4381.65,Four
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,5636.4,Four
Two Summers,1537.2,One
This Is Your Brain on Music: The Science of a Human Obsession,4032.0,One
The Secret Garden,1583.4,Four
The Raven King (The Raven Cycle #4),3209.85,Two
The Raven Boys (The Raven Cycle #1),6062.7,Four
The Power Greens Cookbook: 140 Delicious Superfood Recipes,1160.25,Five
The Metamorphosis,3000.9,One
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,4505.55,Five
The Little Paris Bookshop,2596.65,Three
The Hiding Place,5870.55,Four
The Grand Design,1444.8,Three
The Firm,4783.8,Three
The Fault in Our Stars,4958.1,One
The False Prince (The Ascendance Trilogy #1),5880.0,Five
The Expatriates,4680.9,Two
The Dream Thieves (The Raven Cycle #2),3622.5,One
The Darkest Corners,1189.65,Five
The Crossover,4070.85,Four
The 5th Wave (The 5th Wave #1),1242.15,Two
Tell the Wind and Fire,4778.55,Three
Tell Me Three Things,4390.05,One
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,2640.75,Four
Siddhartha,3593.1,Five
Shiver (The Wolves of Mercy Falls #1),1704.15,Five
Remember Me?,1205.4,Three
Red Dragon (Hannibal Lecter #1),2453.85,Three
Peak: Secrets from the New Science of Expertise,1709.4,Two
My Mother Was Nuts,3321.15,Four
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,2615.55,Five
Maybe Something Beautiful: How Art Transformed a Neighborhood,2366.7,One
Lola and the Boy Next Door (Anna and the French Kiss #2),2481.15,Four
Logan Kade (Fallen Crest High #5.5),1377.6,Two
Last One Home (New Beginnings #1),6297.9,Three
Killing Floor (Jack Reacher #1),3306.45,Four
Kill the Boy Band,1629.6,Five
Isla and the Happily Ever After (Anna and the French Kiss #3),5053.65,Five
If I Stay (If I Stay #1),4003.65,Five
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),3837.75,Two
Harry Potter and the Deathly Hallows (Harry Potter #7),2448.6,One
"Fruits Basket, Vol. 5 (Fruits Basket #5)",1714.65,One
Foundation (Foundation (Publication Order) #1),3404.1,One
Fool Me Once,1780.8,One
Find Her (Detective D.D. Warren #8),2348.85,One
Evicted: Poverty and Profit in the American City,4438.35,One
Drama,4063.5,Two
Dracula the Un-Dead,3741.15,Five
Digital Fortress,6090.0,Five
"Death Note, Vol. 5: Whiteout (Death Note #5)",5503.05,One
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3396.75,Three
Critique of Pure Reason,2178.75,One
Booked,1836.45,Five
"Blue Lily, Lily Blue (The Raven Cycle #3)",3583.65,Five
Approval Junkie: Adventures in Caring Too Much,6175.05,Five
An Abundance of Katherines,1050.0,Five
America's War for the Greater Middle East: A Military History,5378.1,Two
Alight (The Generations Trilogy #2),6151.95,Four
A Girl's Guide to Moving On (New Beginnings #2),3286.5,One
A Game of Thrones (A Song of Ice and Fire #1),4874.1,Two
A Feast for Crows (A Song of Ice and Fire #4),1807.05,Four
A Clash of Kings (A Song of Ice and Fire #2),1132.95,Three
Vogue Colors A to Z: A Fashion Coloring Book,5496.75,Four
The Shining (The Shining #1),2927.4,Three
The Pilgrim's Progress,5277.3,Two
The Perfect Play (Play by Play #1),6298.95,Three
The Passion of Dolssa,2973.6,Five
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,4064.55,Three
The Hunger Games (The Hunger Games #1),3134.25,Five
The Hound of the Baskervilles (Sherlock Holmes #5),1556.1,Two
The Gunning of America: Business and the Making of American Gun Culture,1765.05,Four
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2964.15,Two
The Demonists (Demonist #1),5471.55,Two
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2927.4,Two
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),6269.55,Three
The Beast (Black Dagger Brotherhood #14),4838.4,Five
Some Women,1441.65,Five
Shopaholic Ties the Knot (Shopaholic #3),5080.95,Five
Paper and Fire (The Great Library #2),5192.25,Five
Outlander (Outlander #1),2065.35,Five
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",1297.8,Three
No One Here Gets Out Alive,2102.1,Five
Night Shift (Night Shift #1-20),1338.75,Four
Needful Things,4988.55,Four
Mockingjay (The Hunger Games #3),2146.2,Four
Misery,3652.95,Two
Little Women (Little Women #1),2947.35,Four
It,2626.05,Three
Harry Potter and the Sorcerer's Stone (Harry Potter #1),1459.5,Three
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),2537.85,Four
Harry Potter and the Order of the Phoenix (Harry Potter #5),3321.15,Four
Harry Potter and the Half-Blood Prince (Harry Potter #6),5118.75,Five
Harry Potter and the Chamber of Secrets (Harry Potter #2),1547.7,One
Gone with the Wind,3411.45,Three
God Is Not Great: How Religion Poisons Everything,2919.0,One
Girl With a Pearl Earring,2810.85,One
"Fruits Basket, Vol. 4 (Fruits Basket #4)",5296.2,Four
Far From True (Promise Falls Trilogy #2),3667.65,Two
Dark Lover (Black Dagger Brotherhood #1),1351.35,One
Confessions of a Shopaholic (Shopaholic #1),5138.7,Two
Changing the Game (Play by Play #2),1404.9,Three
Candide,6156.15,Three
Can You Keep a Secret?,2303.7,One
Atlas Shrugged,2790.9,Five
Animal Farm,6008.1,Three
A Walk to Remember,5925.15,One
A New Earth: Awakening to Your Life's Purpose,5843.25,Five
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",2900.1,One
'Salem's Lot,5203.8,Four
Zero History (Blue Ant #3),3650.85,One
Wuthering Heights,1861.65,Three
World War Z: An Oral History of the Zombie War,2289.0,One
Wild: From Lost to Found on the Pacific Crest Trail,4832.1,Three
"Where'd You Go, Bernadette",1903.65,One
When You Are Engulfed in Flames,3243.45,Five
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3354.75,Three
We Are All Completely Beside Ourselves,2524.2,One
Walk the Edge (Thunder Road #2),3397.8,Three
Voyager (Outlander #3),2212.35,Five
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,5319.3,Three
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,1434.3,Two
"Unstuffed: Decluttering Your Home, Mind, and Soul",6099.45,One
Under the Banner of Heaven: A Story of Violent Faith,3150.0,One
Two Boys Kissing,3437.7,Two
Twilight (Twilight #1),4402.65,Two
Twenties Girl,4494.0,Two
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",5618.55,One
Three-Martini Lunch,2437.05,Three
"Thinking, Fast and Slow",2219.7,One
The Wild Robot,5887.35,Three
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",1513.05,Three
The Undomestic Goddess,4803.75,Four
The Travelers,1655.85,One
The Tipping Point: How Little Things Can Make a Big Difference,1052.1,Two
The Thing About Jellyfish,5120.85,One
The Stand,6075.3,Two
The Smitten Kitchen Cookbook,2476.95,One
The Silkworm (Cormoran Strike #2),2420.25,Five
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5832.75,Five
The Rose & the Dagger (The Wrath and the Dawn #2),6157.2,Four
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),2437.05,One
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),4469.85,Three
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1146.6,One
The Rest Is Noise: Listening to the Twentieth Century,3650.85,One
The Red Tent,3744.3,Five
The Purpose Driven Life: What on Earth Am I Here for?,3904.95,Three
The Purest Hook (Second Circle Tattoos #3),1286.25,One
The Picture of Dorian Gray,3118.5,Two
The Paris Wife,3864.0,Three
The Obsession,4770.15,One
The Nightingale,2757.3,Four
The New Guy (and Other Senior Year Distractions),4716.6,Three
The Nanny Diaries (Nanny #1),5515.65,Five
The Name of God is Mercy,3911.25,Two
The Maze Runner (The Maze Runner #1),2197.65,One
The Lover's Dictionary,6099.45,Two
The Lonely Ones,4576.95,Five
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3561.6,Three
The Last Painting of Sara de Vos,5832.75,Two
"The Land of 10,000 Madonnas",3112.2,Four
The Infinities,2878.05,One
The Husband's Secret,5513.55,Five
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),5019.0,Three
The Guns of August,1526.7,Two
The Guernsey Literary and Potato Peel Pie Society,5200.65,One
The Goldfinch,4575.9,Three
The Giver (The Giver Quartet #1),1291.5,One
The Girl with All the Gifts,5194.35,Three
The Girl Who Played with Fire (Millennium Trilogy #2),2324.7,Two
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),6035.4,One
The Exiled,4562.25,Three
"The End of Faith: Religion, Terror, and the Future of Reason",2323.65,Four
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",1368.15,Four
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",6021.75,Five
The Devil Wears Prada (The Devil Wears Prada #1),4650.45,One
The Demon-Haunted World: Science as a Candle in the Dark,5486.25,Four
The Day the Crayons Came Home (Crayons),2764.65,Five
The Da Vinci Code (Robert Langdon #2),2410.8,Two
The Cuckoo's Calling (Cormoran Strike #1),2017.05,One
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),2811.9,Four
The Complete Poems,4338.6,Five
The Catcher in the Rye,2577.75,One
The Cat in the Hat (Beginner Books B-1),1707.3,Two
The Case for Christ (Cases for Christianity),5023.2,One
The Book Thief,5616.45,Two
The Book of Basketball: The NBA According to The Sports Guy,4708.2,Five
The Blind Side: Evolution of a Game,5639.55,Five
The Autobiography of Malcolm X,2460.15,Two
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3603.6,Three
The Art of Fielding,2320.5,One
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2712.15,Two
Stiff: The Curious Lives of Human Cadavers,3857.7,Three
Spilled Milk: Based on a True Story,5198.55,One
Something Borrowed (Darcy & Rachel #1),5140.8,Five
Something Blue (Darcy & Rachel #2),5735.1,One
Soldier (Talon #3),2595.6,Two
Shopaholic & Baby (Shopaholic #5),4877.25,Two
Seven Days in the Art World,5494.65,Two
Seven Brief Lessons on Physics,3213.0,Four
Scarlet (The Lunar Chronicles #2),1529.85,Four
Sarah's Key,4860.45,One
"Saga, Volume 3 (Saga (Collected Editions) #3)",2264.85,Five
Running with Scissors,1355.55,Four
Rogue Lawyer (Rogue Lawyer #1),5261.55,Three
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4375.35,Four
Rework,4712.4,Two
Reservations for Two,1165.5,Three
Red: The True Story of Red Riding Hood,2996.7,Three
Ready Player One,2002.35,Four
Quiet: The Power of Introverts in a World That Can't Stop Talking,4572.75,One
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),4581.15,Three
Persepolis: The Story of a Childhood (Persepolis #1-2),4108.65,One
Packing for Mars: The Curious Science of Life in the Void,5951.4,Two
Outliers: The Story of Success,1486.8,One
Original Fake,3302.25,Three
Orange Is the New Black,2584.05,Two
One for the Money (Stephanie Plum #1),3451.35,Two
Notes from a Small Island (Notes From a Small Island #1),4217.85,One
Night (The Night Trilogy #1),1418.55,One
Neither Here nor There: Travels in Europe,4089.75,Three
Naked,3327.45,Three
Morning Star (Red Rising #3),3087.0,One
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",6072.15,One
Midnight Riot (Peter Grant/ Rivers of London - books #1),5823.3,Two
Me Talk Pretty One Day,6048.0,Two
Manuscript Found in Accra,3672.9,Two
Lust & Wonder,1246.35,Two
Lila (Gilead #3),1309.35,Three
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",3492.3,Two
Life Without a Recipe,6199.2,Five
Life After Life,2743.65,Two
Letter to a Christian Nation,2331.0,One
Let's Pretend This Never Happened: A Mostly True Memoir,4736.55,One
Legend (Legend #1),4587.45,Four
"Lean In: Women, Work, and the Will to Lead",2627.1,One
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5827.5,Five
Lady Renegades (Rebel Belle #3),5569.2,Five
Jurassic Park (Jurassic Park #1),4721.85,One
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,4449.9,One
Is Everyone Hanging Out Without Me? (And Other Concerns),2111.55,Three
Into the Wild,5953.5,Five
Inferno (Robert Langdon #4),4305.0,Five
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3029.25,Three
If I Run (If I Run #1),5246.85,Four
I've Got Your Number,2067.45,One
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,3032.4,Two
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3479.7,Three
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",4588.5,Two
House of Leaves,5763.45,One
Horrible Bear!,3939.6,Two
Holidays on Ice,5362.35,Two
Heir to the Sky,4627.35,Four
Green Eggs and Ham (Beginner Books B-16),1132.95,Four
"Grayson, Vol 3: Nemesis (Grayson #3)",4485.6,One
Gratitude,2799.3,Five
Gone Girl,3948.0,Five
Golden (Heart of Dread #3),4432.05,Four
Girl in the Blue Coat,4917.15,Two
"Fruits Basket, Vol. 3 (Fruits Basket #3)",4742.85,Two
"Friday Night Lights: A Town, a Team, and a Dream",5378.1,Three
Fire Bound (Sea Haven/Sisters of the Heart #5),2234.4,Four
Fifty Shades Freed (Fifty Shades #3),1612.8,Five
Fellside,4055.1,One
Extreme Prey (Lucas Davenport #26),2667.0,Three
Eragon (The Inheritance Cycle #1),4606.35,Three
Eclipse (Twilight #3),1967.7,One
Dune (Dune #1),5760.3,One
Dracula,5525.1,Three
Do Androids Dream of Electric Sheep? (Blade Runner #1),5405.4,One
Disrupted: My Misadventure in the Start-Up Bubble,1604.4,Five
Dead Wake: The Last Crossing of the Lusitania,4120.2,Five
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1870.05,One
Darkfever (Fever #1),5882.1,One
Dark Places,2509.5,Five
Crazy Rich Asians (Crazy Rich Asians #1),5158.65,Five
Counting Thyme,1115.1,One
Cosmos,3797.85,Two
Civilization and Its Discontents,6294.75,Two
Cinder (The Lunar Chronicles #1),2739.45,One
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,3921.75,Two
Career of Evil (Cormoran Strike #3),2595.6,Two
Breaking Dawn (Twilight #4),3704.4,Five
Brave Enough,5388.6,Five
Boy Meets Boy,2217.6,Three
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2871.75,Two
Blink: The Power of Thinking Without Thinking,2282.7,Five
Black Flags: The Rise of ISIS,4291.35,One
"Black Butler, Vol. 1 (Black Butler #1)",5177.55,One
Big Little Lies,2321.55,One
Between Shades of Gray,2182.95,Five
Best of My Love (Fool's Gold #20),2878.05,Two
Beowulf,4026.75,Two
Beautiful Creatures (Caster Chronicles #1),2262.75,Five
Awkward,3992.1,Two
Ash,2316.3,Four
Are We There Yet?,1119.3,Three
Are We Smart Enough to Know How Smart Animals Are?,5940.9,One
Annie on My Mind,3867.15,Five
And Then There Were None,3676.05,Two
A Walk in the Woods: Rediscovering America on the Appalachian Trail,3200.4,Four
A Visit from the Goon Squad,1478.4,Five
A Storm of Swords (A Song of Ice and Fire #3),3278.1,Two
A Heartbreaking Work of Staggering Genius,5700.45,Five
8 Keys to Mental Health Through Exercise,3259.2,One
#GIRLBOSS,5350.8,One
"The Suffragettes (Little Black Classics, #96)",1248.45,Two
The Sense of an Ending,3294.9,Three
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",5755.05,One
The Course of Love,1761.9,Three
Sugar Rush (Offensive Line #2),2564.1,One
"Saga, Volume 2 (Saga (Collected Editions) #2)",1233.75,Three
"Run, Spot, Run: The Ethics of Keeping Pets",2102.1,One
New Moon (Twilight #2),1350.3,Four
Life,3315.9,Five
Kindle Paperwhite User's Guide,3570.0,Three
H is for Hawk,6029.1,Five
Girl Online On Tour (Girl Online #2),5614.35,One
"Fruits Basket, Vol. 2 (Fruits Basket #2)",1222.2,Five
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),5552.4,Four
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",1943.55,Four
While You Were Mine,4338.6,Five
Where Lightning Strikes (Bleeding Stars #3),4175.85,Three
When I'm Gone,5455.8,Three
Ways of Seeing,4148.55,Five
"Vampire Knight, Vol. 1 (Vampire Knight #1)",1617.0,One
Vampire Girl (Vampire Girl #1),5651.1,Two
Twenty Love Poems and a Song of Despair,3249.75,Four
Travels with Charley: In Search of America,6071.1,Five
Three Wishes (River of Time: California #1),4638.9,Two
This One Moment (Pushing Limits #1),5114.55,One
The Zombie Room,2067.45,Five
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",3834.6,Two
The Tumor,4363.8,Five
The Story of Hong Gildong,4534.95,Four
The Silent Wife,1295.7,Five
The Silent Twin (Detective Jennifer Knight #3),3806.25,Three
The Selfish Gene,3092.25,One
The Secret Healer,3628.8,Three
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",5682.6,Three
The Republic,3546.9,Three
The Odyssey,3112.2,Three
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),6058.5,Four
The Nicomachean Ethics,3815.7,One
The Name of the Wind (The Kingkiller Chronicle #1),5311.95,Three
The Mirror & the Maze (The Wrath and the Dawn #1.5),3084.9,One
The Little Prince,4769.1,Two
The Light of the Fireflies,5715.15,One
The Last Girl (The Dominion Trilogy #1),3807.3,Two
The Iliad,1696.8,One
The Hook Up (Game On #1),3810.45,Five
The Haters,2928.45,Five
The Girl You Lost,1290.45,Five
The Girl In The Ice (DCI Erika Foster #1),1664.25,Three
The End of the Jesus Era (An Investigation #1),1512.0,One
The Edge of Reason (Bridget Jones #2),2013.9,Four
The Complete Maus (Maus #1-2),1117.2,Three
The Communist Manifesto,1549.8,Three
The Bhagavad Gita,6036.45,Three
The Bette Davis Club,3219.3,Three
The Art of Not Breathing,4287.15,Four
Taking Shots (Assassins #1),1982.4,Two
Starlark,2712.15,Three
"Skip Beat!, Vol. 01 (Skip Beat! #1)",4422.6,Three
Sister Sable (The Mad Queen #1),1399.65,Three
Shatter Me (Shatter Me #1),4452.0,One
Shameless,6126.75,Three
Shadow Rites (Jane Yellowrock #10),2280.6,Four
Settling the Score (The Summer Games #1),4715.55,Two
Sense and Sensibility,3933.3,One
"Saga, Volume 1 (Saga (Collected Editions) #1)",2990.4,One
"Rhythm, Chord & Malykhin",2975.7,Two
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",4930.8,Five
Paradise Lost (Paradise #1),2620.8,One
"Paper Girls, Vol. 1 (Paper Girls #1-5)",2279.55,Four
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3136.35,Three
Origins (Alphas 0.5),3043.95,One
One Second (Seven #7),5558.7,Two
On the Road (Duluoz Legend),3397.8,Three
Old Records Never Die: One Man's Quest for His Vinyl and His Past,5844.3,Two
Off Sides (Off #1),4142.25,Five
Of Mice and Men,4946.55,Two
Myriad (Prentor #1),6168.75,Four
My Perfect Mistake (Over the Top #1),4086.6,Two
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4135.95,Four
Meditations,2718.45,Two
Matilda,2975.7,One
Lost Among the Living,2908.5,Four
Lord of the Flies,2613.45,Three
Listen to Me (Fusion #1),6193.95,Three
Kitchens of the Great Midwest,6006.0,Five
Jane Eyre,4035.15,Five
Imperfect Harmony,3647.7,Four
Icing (Aces Hockey #2),4246.2,Four
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",4750.2,Three
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),3670.8,Four
"Giant Days, Vol. 1 (Giant Days #1-4)",5959.8,Four
"Fruits Basket, Vol. 1 (Fruits Basket #1)",4229.4,Five
Frankenstein,3990.0,Two
Forever Rockers (The Rocker #12),3024.0,Three
Fighting Fate (Fighting #6),4120.2,Three
Emma,3457.65,Two
"Eat, Pray, Love",5388.6,Three
Deep Under (Walker Security #1),4944.45,Five
Choosing Our Religion: The Spiritual Lives of America's Nones,2984.1,Four
Charlie and the Chocolate Factory (Charlie Bucket #1),2399.25,Three
Charity's Cross (Charles Towne Belles #4),4330.2,One
Bright Lines,4102.35,Five
Bridget Jones's Diary (Bridget Jones #1),3131.1,One
Bounty (Colorado Mountain #7),3912.3,Four
Blood Defense (Samantha Brinkman #1),2131.5,Three
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",3638.25,Five
Beyond Good and Evil,4554.9,One
Alice in Wonderland (Alice's Adventures in Wonderland #1),5830.65,One
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",5991.3,Four
A Spy's Devotion (The Regency Spies of London #1),1781.85,Five
1st to Die (Women's Murder Club #1),5667.9,One
"1,000 Places to See Before You Die",2738.4,Five
